"","name","category","review.point","price","currency","description"
"2057","Signatory 'Craigduff' (distilled at Strathisla), 33 year old, 1973 vintage, 47.5%","Single Malt Scotch","81","300.00","$","Strathisla whisky produced from peaty water, to create a different variant of Strathisla. The two dominant characteristics here are ripe fruit (berries, raisin, pineapple, citrus) and wood spices (cinnamon, clove, mint). The sherry cask and 33 years on oak have left their impact. The fruit and honeyed/toffee almond sweetness is to the fore with the dry spices kicking in later. They balance themselves out, but I wonder what this whisky tasted like fifteen years ago before the sherry and oak took the upper hand? 
"
"2058","Wemyss Malts (distilled at Aultmore) 20 year old 1982, 46%","Blended Malt Scotch Whisky","81","155.00","$","Aultmore is part of the Dewar’s stable and another of Speyside’s forgotten light brigade. Here is a noseful of esters: bubblegum, pineapple, pink grapefruit, strawberries, and icing sugar. Visions of “Legally Blonde” flash through the mind. The palate is equally energetic, though with little cask influence it’s a bit gawky and slightly green, especially with water, suggesting that another year wouldn’t have done it any harm. Still, all very lovely.  £100"
"2059","Port Askaig 12 year old, 45.8%","Single Malt Scotch","81","67.00","$","A trio of new expressions of what has become an established Islay brand. This one has a vibrant, edgy opening, almost like a burning lawnmower box, mixed with needed oiliness (gun oil), white tea, and, in time, the rather pleasant note of a cold fish supper. The palate is broad, and though light, the oils allow it to cling to the tongue as the salt, lime, and smoke all begin to build. A little hard, but pleasantly bracing.£44 "
"2060","Kilchoman 2006 vintage 5 year old, 46%","Single Malt Scotch","81","75.00","$","It often takes time for a new distillery to find its feet, but Kilchoman’s spirit was top quality from the first day. Its limited-edition releases act as markers on a work in progress, but are precociously advanced for their tender years. This, the first 5 year old, leads with a note like wet rushes/wet dog (that’s good!) alongside lightly turfy smoke. The palate is sweet, smoked, and thick with allspice on the finish. A star is born."
"2061","Royal Lochnagar 12 year old, 40%","Single Malt Scotch","81","52.00","$","Diageo’s smallest distillery and another that has worm tubs. The character here is grassy: think hay and straw rather than lawn clippings. There’s just a hint of cereal behind, and a fresh, roasted spiciness. The palate has good central sweetness where you just get a hint of fruit. Light and fresh, and a good afternoon dram. £33"
"2062","Glen Moray 12 year old, 40%","Single Malt Scotch","81","40.00","$","A malt that was overlooked by one owner (Glenmorangie) and is now, under the auspices of a new one (La Martiniquaise), beginning to ease itself back into the single malt world. Its problem has been the price: too low (see Speyburn). The standard 12 year old bottling gives a perfect idea of its potential. This is as soft and sweet a malt as you could ask for: peaches, toffee, and baked apple, with a tobacco/cedar/pine note from the oak. "
"2063","Berry Bros. & Rudd (distilled at Glen Moray) 21 year old 1991, 57.3%","Single Malt Scotch","81","112.00","$","Thanks to the suicidal pricing policy of its previous owner, Glen Moray has been considered nothing more than a bargain basement malt, but at its best it is a very sweet, lightly malty dram. This is as soft as a lemon cream bun in a sunlit baker’s shop. Water brings out banana chews while the tongue brings to mind a picnic with baked scones and apricot jam. The only negative is slightly needling alcohol, so dilute and drink quickly. £72"
"2064","Fettercairn Fasque, 42%","Single Malt Scotch","81","53","$","While its regular stablemate Fior contains a proportion of peated malt, Fasque is unpeated, and the best comparison is with the now-discontinued 12 year old ‘1824’ house bottling. The nose is fragrant, with sherry, cherries, and vanilla. Relatively full-bodied, with a rich, spicy palate, focusing on Jaffa oranges and dark chocolate. It dries quite quickly to black coffee and spicy licorice, which linger in the mouth, along with a note of toffee. £35"
"2065","Singleton of Dufftown Reserve Collection Trinité, 40%","Single Malt Scotch","81","78","$","Full-bodied and sweet on the nose, mixing burlap, bran, fruit cake, hazelnut purée, malt
extract; with water it becomes fresher and almond-like with a touch of
greengage plum. The palate has a soft feel, with the thickness displayed in the
nose alongside plums and crystallized ginger. It’s just a little flabby. I’d
like a bit more freshness or grip. The finish is nutty and rich. (Travel Retail exclusive) £51/1 liter "
"2066","Singleton of Glen Ord 15 year old, 40%","Single Malt Scotch","81","82","$","Released in Taiwan in 2010, 15 year old Singleton of Glen Ord offers deep, smooth sherry and ginger notes on the nose. There’s vanilla, cocktail cherries, orange, malt, and dark chocolate on the palate. Long in the fruity then drying finish, cocoa powder, and finally, rather bitter oak. RM329"
"2067","Singleton of Glen Ord 12 year old, 40%","Single Malt Scotch","81","61","$","Launched in southeast Asia in 2006, 12 year old Glen Ord boasts a nose that is sweet and gingery, with toffee, a hint of tangerine, along with vanilla, sherry, and oriental spices. The palate mirrors the nose with more spice, then chocolate, and milky coffee. Finally, quite drying. RM247"
"2068","The Singleton of Glendullan Classic, 40%","Single Malt Scotch","81","60","$","Glendullan has an unfortunate moniker. Any whisky with ‘dull’ in the middle of its name will always struggle in English-speaking markets. It’s a shame, because it’s always delivered a gentle, sweet, lightly fruity/estery style, making it an ideal lunchtime dram. This ticks all those boxes. Green apples are there, as is cinnamon, alongside a racy acidity before water brings out more scented aromas. The finish is short, but it does its job as an easy-drinking, everyday malt. (Travel Retail exclusive)"
"2069","Abhainn Dearg Single Malt Special Edition, 46%","Single Malt Scotch","81","239.00","$","The first spirit distilled at Abhainn Dearg is now 3 years old and legally Scotch single malt whisky. The distillery has celebrated with a single cask, non-colored, non-chill filtered release of 2,011 500 ml bottles. Apricots, crystallized ginger, candied peel, and papier-mâché on the nose. The palate features fresh fruit, spicy oak, honeycomb, and finally, toffee. Quite short in the finish, with more toffee, and a nutty note. £150"
"2070","Ballantine’s 17 year old Signature Distillery Editions – Miltonduff, 43%","Blended Scotch Whisky","81","80","$","A light, oily nose, a little nutty, baked apple, cinnamon, nutmeg, and malt biscuits. There are seductive dark spices and cooked fruit, almost savory, like lifting the lid on a tagine. A thinner mouthfeel showing some lime zest before a warm, enveloping glow of malt sweetness, gentle spice, toffee, raisin, and char emerges. Savory, peppery finish. Like nightfall, it gets darker the longer you contemplate it. With water, sweeter with more candied citrus as honeys materialize."
"2071","Ballantine’s Finest, 40%","Blended Scotch Whisky","81","21","$","A pleasant nose of light caramel, dried orange rind, butterscotch, sweet grain, and a lick of bonfire smoke, yet it’s like the volume has been dialed down to three. Delicate, to the point of shyness. Sweet barley, concentrated orange, a low rumble of spice, and the grain sings through. Accessible, well structured, and light-textured, leading to a finish of brown sugar around the gums, although it has a stronger grain character than many in its price range."
"2072","Clan Denny (distilled at Girvan) 20 year old, 56.7%","Grain Scotch Whisky","81","134","$","Scooped-out spaghetti squash, whole red bird’s eye chilies, celery tops, and country ham. It is redolent of sugary-sweet candies like Spangles (from the 1970s). Light and delicate initially, moving into phases of vanilla sponge, dried raspberry, and peppery spices, then the vegetal notes grow larger in the later phases. An enjoyable effort from refill cask #10439, but it fizzles out, leaving a finish of light pepperiness, heat, and sodden newspapers. £88"
"2073","The Annasach Reserve 25 year old, 46%","Blended Malt Scotch Whisky","81","340","$","William Grant & Sons Rare Cask Reserves are micro-blends created jointly by Brian Kinsman and various liquor store proprietors, drawing on a choice of over 40 different single malts (importantly, not Glenfiddich or Balvenie). Quite herbal, with tarragon, cilantro, boiled candies, and unripe plums. A slow starter; vegetal notes yield to fudge, milk chocolate, orange, and maltiness, with pepper, oak, and spices in the latter phases. Stocked in only five U.S. retailers."
"2074","Sir Edward’s Blended Whisky, 40%","Blended Scotch Whisky","81","14","$","From the perfumed nose to the sweet and short finish, this blend doesn’t really put a foot wrong, but it’s shy and unadventurous.
Clearly well made, well balanced, and quite acceptable, it has a perfumed black currant sherbet nose, some slight but enjoyable blueberry, grape, and prune notes and a soft sweet conclusion. On its own, all fine: but it gets lost when in company."
